"","Term","P.value","Z.score","Genes"
"1315","membrane fusion (GO:0061025)",0.695708530619424,2.97084073887031,"ATG7"
"1316","regulation of phospholipase activity (GO:0010517)",0.695708530619424,2.97113366281298,"ADCY5"
"1317","negative regulation of protein modification by small protein conjugation or removal (GO:1903321)",0.469331004897364,1.42743578517005,"PSMA5;CDKN2A"
"1318","detection of light stimulus (GO:0009583)",0.477998152780929,1.46301899037751,"GUCY2D;TULP1"
"1319","glycosyl compound biosynthetic process (GO:1901659)",0.473675303135896,1.44867197144486,"MTAP;ATP5J2"
"1320","multi-multicellular organism process (GO:0044706)",0.477998152780929,1.4678403550311,"TGFB3;RXFP1"
"1321","ossification (GO:0001503)",0.456171513521722,1.38151178115328,"PHOSPHO1;TGFB3"
"1322","nucleoside biosynthetic process (GO:0009163)",0.469331004897364,1.43408704559263,"MTAP;ATP5J2"
"1323","phototransduction, visible light (GO:0007603)",0.695708530619424,2.99388462301283,"GUCY2D"
"1324","positive regulation of mononuclear cell proliferation (GO:0032946)",0.456171513521722,1.38443467715796,"IL21;IL18"
"1325","adult locomotory behavior (GO:0008344)",0.691604227713818,2.9482377975405,"ATG7"
"1326","regulation of fat cell differentiation (GO:0045598)",0.687444777410002,2.90392006112513,"TRIB3"
"1327","protein acetylation (GO:0006473)",0.482299358054594,1.49508182917722,"NAA10;MSL3"
"1328","icosanoid metabolic process (GO:0006690)",0.691604227713818,2.95853541740788,"FADS1"
"1329","positive regulation of lymphocyte proliferation (GO:0050671)",0.451743563257191,1.37551806824943,"IL21;IL18"
"1330","regulation of leukocyte mediated immunity (GO:0002703)",0.473675303135896,1.46416904396688,"IL21;IFNB1"
"1331","fatty acid derivative metabolic process (GO:1901568)",0.691604227713818,2.96716920291652,"FADS1"
"1332","positive regulation of leukocyte proliferation (GO:0070665)",0.469331004897364,1.44698852109667,"IL21;IL18"
"1333","cellular response to interferon-gamma (GO:0071346)",0.691604227713818,2.97118346408006,"GAPDH"
"1334","carbohydrate catabolic process (GO:0016052)",0.473675303135896,1.47044702085011,"LDHB;GAPDH"
"1335","membrane lipid biosynthetic process (GO:0046467)",0.691604227713818,3.00590345784247,"SMPD4"
"1336","long-chain fatty acid metabolic process (GO:0001676)",0.683229441569938,2.9139011322778,"FADS1"
"1337","feeding behavior (GO:0007631)",0.687444777410002,2.96283855853447,"REN"
"1338","dicarboxylic acid metabolic process (GO:0043648)",0.687444777410002,2.98867580959344,"FTCD"
"1339","DNA integrity checkpoint (GO:0031570)",0.683229441569938,2.9530549150774,"TIPRL"
"1340","response to amino acid (GO:0043200)",0.683229441569938,2.95886112086107,"DNMT3B"
"1341","positive regulation of Wnt signaling pathway (GO:0030177)",0.683229441569938,2.97067689209841,"WLS"
"1342","regulation of anion transport (GO:0044070)",0.678957472243357,2.92910015572921,"TMEM27"
"1343","reactive oxygen species metabolic process (GO:0072593)",0.674628111383135,2.88266782032735,"SOD1"
"1344","liver development (GO:0001889)",0.683229441569938,2.98612125716444,"ATG7"
"1345","regulation of striated muscle cell differentiation (GO:0051153)",0.678957472243357,2.94004548225184,"COL14A1"
"1346","cellular response to light stimulus (GO:0071482)",0.678957472243357,2.94450705488348,"GUCY2D"
"1347","canonical Wnt signaling pathway (GO:0060070)",0.674628111383135,2.90843025615589,"MITF"
"1348","regulation of coagulation (GO:0050818)",0.678957472243357,2.96141050424517,"VAV2"
"1349","post-embryonic development (GO:0009791)",0.674628111383135,2.92668653658948,"ATG7"
"1350","female pregnancy (GO:0007565)",0.678957472243357,2.97810085582969,"TGFB3"
"1351","chloride transmembrane transport (GO:1902476)",0.674628111383135,2.93891269004085,"ANO4"
"1352","nucleoside monophosphate biosynthetic process (GO:0009124)",0.678957472243357,2.98990908885728,"ATP5J2"
"1353","integrin-mediated signaling pathway (GO:0007229)",0.674628111383135,2.94240607257582,"SEMA7A"
"1354","blood vessel development (GO:0001568)",0.678957472243357,3.0189925254138,"TGFBR2"
"1355","positive regulation of purine nucleotide biosynthetic process (GO:1900373)",0.674628111383135,2.97307418559851,"AKAP5"
"1356","regulation of lipid transport (GO:0032368)",0.670240591011477,2.93411262997677,"NR1H2"
"1357","positive regulation of nucleotide biosynthetic process (GO:0030810)",0.674628111383135,2.9849904576822,"AKAP5"
"1358","male gonad development (GO:0008584)",0.665794132750258,2.89342051015432,"REN"
"1359","phenol-containing compound metabolic process (GO:0018958)",0.661287948055192,2.88030918731245,"TG"
"1360","MyD88-dependent toll-like receptor signaling pathway (GO:0002755)",0.665794132750258,2.92944682187417,"REG3G"
"1361","protein O-linked glycosylation (GO:0006493)",0.670240591011477,2.99920066505183,"POMGNT1"
"1362","monocarboxylic acid catabolic process (GO:0072329)",0.665794132750258,2.95785998777257,"CROT"
"1363","positive regulation of cyclic nucleotide biosynthetic process (GO:0030804)",0.665794132750258,2.96879015387901,"AKAP5"
"1364","pyrimidine-containing compound metabolic process (GO:0072527)",0.661287948055192,2.94454270093945,"APOBEC3F"
"1365","protein heterooligomerization (GO:0051291)",0.661287948055192,2.95366750775078,"C1QTNF6"
"1366","negative regulation of chromosome organization (GO:2001251)",0.656721237608399,2.92006691423298,"DNMT3B"
"1367","sodium ion transmembrane transport (GO:0035725)",0.665794132750258,3.02824523555791,"SHROOM2"
"1368","B cell differentiation (GO:0030183)",0.656721237608399,2.93155898986001,"IFNB1"
"1369","positive regulation of epithelial cell migration (GO:0010634)",0.652093191608478,2.89554567698159,"TGFBR2"
"1370","positive regulation of phospholipase activity (GO:0010518)",0.656721237608399,2.94716051365183,"ADCY5"
"1371","regulation of cell-matrix adhesion (GO:0001952)",0.64740298942914,2.86852015003357,"CDKN2A"
"1372","neuromuscular process (GO:0050905)",0.652093191608478,2.92950595715092,"ADCY5"
"1373","regulation of hemostasis (GO:1900046)",0.652093191608478,2.93529235201457,"VAV2"
"1374","regulation of blood coagulation (GO:0030193)",0.652093191608478,2.94429497531082,"VAV2"
"1375","cytokinesis (GO:0000910)",0.652093191608478,2.95764958736131,"DCTN3"
"1376","intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)",0.652093191608478,2.95859408510328,"CASP2"
"1377","positive regulation of leukocyte mediated immunity (GO:0002705)",0.64740298942914,2.91729745786277,"IL21"
"1378","regulation of smooth muscle cell proliferation (GO:0048660)",0.642649799490914,2.87729422564351,"TGFBR2"
"1379","positive regulation of peptidyl-serine phosphorylation (GO:0033138)",0.64740298942914,2.93990825206393,"IFNB1"
"1380","regulation of oxidoreductase activity (GO:0051341)",0.642649799490914,2.89205356814279,"ACVR2A"
"1381","ribonucleoside monophosphate biosynthetic process (GO:0009156)",0.64740298942914,2.9450879585552,"ATP5J2"
"1382","DNA damage checkpoint (GO:0000077)",0.642649799490914,2.91224811964235,"TIPRL"
"1383","regulation of steroid metabolic process (GO:0019218)",0.642649799490914,2.91407414271872,"SOD1"
"1384","lymphocyte costimulation (GO:0031294)",0.642649799490914,2.92140540281701,"PDCD1"
"1385","myeloid leukocyte migration (GO:0097529)",0.637832779117309,2.8892127232482,"CCL11"
"1386","response to vitamin (GO:0033273)",0.632951074485475,2.85484969361748,"FADS1"
"1387","nuclear import (GO:0051170)",0.632951074485475,2.87291945209614,"TGFB3"
"1388","regulation of mRNA metabolic process (GO:1903311)",0.637832779117309,2.92801215357939,"HNRNPA2B1"
"1389","T cell costimulation (GO:0031295)",0.637832779117309,2.93592325505178,"PDCD1"
"1390","regulation of circadian rhythm (GO:0042752)",0.637832779117309,2.93975982535872,"SUV39H1"
"1391","negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)",0.632951074485475,2.91780470620811,"IVNS1ABP"
"1392","positive regulation of adaptive immune response (GO:0002821)",0.628003820239705,2.87771358706119,"SLC11A1"
"1393","muscle cell development (GO:0055001)",0.632951074485475,2.9424298346022,"ATG7"
"1394","nucleotide-excision repair (GO:0006289)",0.632951074485475,2.94808178521312,"RFC5"
"1395","positive regulation of myeloid cell differentiation (GO:0045639)",0.628003820239705,2.92015350928066,"ACVR2A"
"1396","spindle organization (GO:0007051)",0.628003820239705,2.95899692447464,"KIF2A"
"1397","regulation of RNA splicing (GO:0043484)",0.622990139658826,2.94615169612273,"HNRNPA2B1"
"1398","tissue remodeling (GO:0048771)",0.612759933700545,2.847096949531,"MITF"
"1399","regulation of multicellular organism growth (GO:0040014)",0.617909144247166,2.91738905383735,"SOD1"
"1400","positive regulation of chromosome organization (GO:2001252)",0.617909144247166,2.93300394139661,"DNMT3B"
"1401","single-organism nuclear import (GO:1902593)",0.612759933700545,2.90154935335801,"TGFB3"
"1402","positive regulation of cAMP metabolic process (GO:0030816)",0.617909144247166,2.95368423365143,"AKAP5"
"1403","receptor metabolic process (GO:0043112)",0.612759933700545,2.90526045199532,"KIF16B"
"1404","protein import into nucleus (GO:0006606)",0.612759933700545,2.91696469920023,"TGFB3"
"1405","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)",0.612759933700545,2.9177712207346,"SLC11A1"
"1406","renal system process (GO:0003014)",0.612759933700545,2.93899924706569,"REN"
"1407","negative regulation of translation (GO:0017148)",0.617909144247166,2.99684536736456,"GAPDH"
"1408","positive regulation of muscle cell differentiation (GO:0051149)",0.607541595639165,2.90387084150926,"SETD3"
"1409","monosaccharide transport (GO:0015749)",0.612759933700545,2.95518933576129,"GCKR"
"1410","cellular response to alcohol (GO:0097306)",0.607541595639165,2.91501301174099,"ZNF703"
"1411","hair cycle process (GO:0022405)",0.602253205701374,2.91940387708378,"WNT10A"
"1412","microtubule organizing center organization (GO:0031023)",0.607541595639165,2.97274575816233,"C11ORF63"
"1413","response to heat (GO:0009408)",0.607541595639165,2.97755066354147,"SOD1"
"1414","positive regulation of lymphocyte mediated immunity (GO:0002708)",0.602253205701374,2.92749215746628,"IL21"
"1415","molting cycle process (GO:0022404)",0.602253205701374,2.92921629292349,"WNT10A"
"1416","protein lipidation (GO:0006497)",0.607541595639165,2.98464279558936,"ATG7"
"1417","positive regulation of peptide secretion (GO:0002793)",0.591462510393287,2.83509905353613,"TMEM27"
"1418","negative regulation of dephosphorylation (GO:0035305)",0.607541595639165,3.01223022875254,"TIPRL"
"1419","regulation of phospholipase C activity (GO:1900274)",0.602253205701374,2.96664254887066,"ADCY5"
"1420","cytokine production (GO:0001816)",0.596893827051759,2.91771885798233,"SLC11A1"
"1421","regulation of mRNA processing (GO:0050684)",0.602253205701374,2.97010273374803,"HNRNPA2B1"
"1422","hexose transport (GO:0008645)",0.602253205701374,2.97302075947312,"GCKR"
"1423","regulation of gliogenesis (GO:0014013)",0.591462510393287,2.87801379853257,"MYCN"
"1424","nucleoside triphosphate biosynthetic process (GO:0009142)",0.602253205701374,2.98143886910605,"ATP5J2"
"1425","alpha-amino acid biosynthetic process (GO:1901607)",0.602253205701374,2.98979330478446,"MTAP"
"1426","negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436)",0.591462510393287,2.88703744572874,"PSMA5"
"1427","glucose transport (GO:0015758)",0.596893827051759,2.95513413973374,"GCKR"
"1428","negative regulation of ossification (GO:0030279)",0.580380202771923,2.80781636138177,"SOX2"
"1429","positive regulation of phospholipase C activity (GO:0010863)",0.591462510393287,2.94059810624995,"ADCY5"
"1430","vasculogenesis (GO:0001570)",0.591462510393287,2.94061231570939,"TGFBR2"
"1431","positive regulation of peptide hormone secretion (GO:0090277)",0.580380202771923,2.84664057939974,"TMEM27"
"1432","regulation of neural precursor cell proliferation (GO:2000177)",0.580380202771923,2.84892869358982,"SOX2"
"1433","response to type I interferon (GO:0034340)",0.585958293853951,2.9589254248086,"IFNB1"
"1434","lipid oxidation (GO:0034440)",0.580380202771923,2.91158150531172,"CROT"
"1435","striated muscle cell development (GO:0055002)",0.580380202771923,2.95014084210295,"ATG7"
"1436","positive regulation of cAMP biosynthetic process (GO:0030819)",0.580380202771923,2.95459378904502,"AKAP5"
"1437","fatty acid catabolic process (GO:0009062)",0.574727249327089,2.90251265463302,"CROT"
"1438","fatty acid oxidation (GO:0019395)",0.574727249327089,2.90511332922006,"CROT"
"1439","cellular response to type I interferon (GO:0071357)",0.580380202771923,2.96546247043142,"IFNB1"
"1440","positive regulation of T cell differentiation (GO:0045582)",0.568998432809176,2.86428882060093,"TGFBR2"
"1441","type I interferon signaling pathway (GO:0060337)",0.580380202771923,2.97940290103221,"IFNB1"
"1442","purine nucleoside monophosphate biosynthetic process (GO:0009127)",0.574727249327089,2.93292732212595,"ATP5J2"
"1443","purine ribonucleoside monophosphate biosynthetic process (GO:0009168)",0.574727249327089,2.9369527236156,"ATP5J2"
"1444","glutamine family amino acid metabolic process (GO:0009064)",0.580380202771923,2.99214942875751,"FTCD"
"1445","positive regulation of carbohydrate metabolic process (GO:0045913)",0.568998432809176,2.8874488096001,"GCKR"
"1446","regulation of smoothened signaling pathway (GO:0008589)",0.568998432809176,2.89701681743522,"EVC"
"1447","negative regulation of phosphatase activity (GO:0010923)",0.580380202771923,3.00510001187592,"TIPRL"
"1448","regulation of extent of cell growth (GO:0061387)",0.563192738936087,2.85281241966671,"SEMA7A"
"1449","phosphatidylcholine metabolic process (GO:0046470)",0.563192738936087,2.86469466272487,"PHOSPHO1"
"1450","oxidoreduction coenzyme metabolic process (GO:0006733)",0.580380202771923,3.0343559304492,"LDHB"
"1451","telomere organization (GO:0032200)",0.568998432809176,2.93424971559086,"RFC5"
"1452","cell redox homeostasis (GO:0045454)",0.568998432809176,2.94673157546956,"TMX2"
"1453","regulation of actin filament bundle assembly (GO:0032231)",0.563192738936087,2.90454888341001,"LRRC16A"
"1454","meiotic nuclear division (GO:0007126)",0.574727249327089,3.02827230116374,"SPDYA"
"1455","sphingolipid biosynthetic process (GO:0030148)",0.568998432809176,2.98821440137598,"SMPD4"
"1456","cell fate specification (GO:0001708)",0.557309140068475,2.88243286035293,"SOX2"
"1457","telomere maintenance (GO:0000723)",0.563192738936087,2.93699131074564,"RFC5"
"1458","regulation of amine transport (GO:0051952)",0.55134659481658,2.83431396827304,"TMEM27"
"1459","cellular defense response (GO:0006968)",0.55134659481658,2.8762010609426,"CCR6"
"1460","positive regulation of DNA replication (GO:0045740)",0.55134659481658,2.8877483605599,"TGFB3"
"1461","positive regulation of osteoblast differentiation (GO:0045669)",0.545304047931919,2.84306902603805,"ACVR2A"
"1462","pigment metabolic process (GO:0042440)",0.55134659481658,2.92556072515451,"SOX2"
"1463","positive regulation of cytokine biosynthetic process (GO:0042108)",0.545304047931919,2.87458291605398,"IL21"
"1464","inner ear morphogenesis (GO:0042472)",0.55134659481658,2.92966835238461,"SOX2"
"1465","apoptotic mitochondrial changes (GO:0008637)",0.557309140068475,3.00042991738855,"CDKN2A"
"1466","embryonic pattern specification (GO:0009880)",0.539180430157385,2.85851158725149,"SMAD4"
"1467","activation of phospholipase C activity (GO:0007202)",0.545304047931919,2.95435785834307,"ADCY5"
"1468","positive regulation of canonical Wnt signaling pathway (GO:0090263)",0.545304047931919,2.96615015280978,"WLS"
"1469","ER to Golgi vesicle-mediated transport (GO:0006888)",0.55134659481658,3.02532056289431,"SEC22B"
"1470","retina development in camera-type eye (GO:0060041)",0.539180430157385,2.92302042600425,"TULP1"
"1471","ribonucleoside triphosphate biosynthetic process (GO:0009201)",0.539180430157385,2.97701102268213,"ATP5J2"
"1472","homotypic cell-cell adhesion (GO:0034109)",0.532974657920501,2.94109061769055,"CSRP1"
"1473","positive regulation of chromatin modification (GO:1903310)",0.526685633272458,2.90120355409341,"DNMT3B"
"1474","positive regulation of response to DNA damage stimulus (GO:2001022)",0.532974657920501,2.96891565249052,"CDKN2A"
"1475","positive regulation of cellular carbohydrate metabolic process (GO:0010676)",0.526685633272458,2.92019466379353,"GCKR"
"1476","arachidonic acid metabolic process (GO:0019369)",0.520312243688857,2.88359687354605,"FADS1"
"1477","embryonic digit morphogenesis (GO:0042733)",0.520312243688857,2.88931475557107,"MYCN"
"1478","skeletal muscle tissue development (GO:0007519)",0.526685633272458,2.94740610476958,"PITX1"
"1479","positive regulation of neuron death (GO:1901216)",0.520312243688857,2.8955194563691,"CASP2"
"1480","regulation of stress fiber assembly (GO:0051492)",0.526685633272458,2.95236961455166,"LRRC16A"
"1481","granulocyte migration (GO:0097530)",0.520312243688857,2.90040715666271,"CCL11"
"1482","negative regulation of leukocyte proliferation (GO:0070664)",0.526685633272458,2.96224775291084,"CDKN2A"
"1483","positive regulation of histone modification (GO:0031058)",0.520312243688857,2.90923895438419,"DNMT3B"
"1484","monosaccharide biosynthetic process (GO:0046364)",0.526685633272458,2.96832974401548,"GAPDH"
"1485","regulation of osteoclast differentiation (GO:0045670)",0.513853361718921,2.88615464183145,"MITF"
"1486","specification of symmetry (GO:0009799)",0.513853361718921,2.91135243029719,"ACVR2A"
"1487","iron ion transport (GO:0006826)",0.526685633272458,3.03446371793586,"SLC11A1"
"1488","negative regulation of protein complex disassembly (GO:0043242)",0.526685633272458,3.04012982392565,"SHROOM2"
"1489","positive regulation of lipid biosynthetic process (GO:0046889)",0.500674536038366,2.83736718664369,"NR1H2"
"1490","positive regulation of protein binding (GO:0032092)",0.507307845028438,2.89718190649511,"TRIB3"
"1491","pyrimidine nucleoside metabolic process (GO:0006213)",0.513853361718921,2.96176976344499,"APOBEC3F"
"1492","determination of bilateral symmetry (GO:0009855)",0.507307845028438,2.91660323787633,"ACVR2A"
"1493","retrograde transport, endosome to Golgi (GO:0042147)",0.513853361718921,2.97456278072767,"SNX8"
"1494","granulocyte chemotaxis (GO:0071621)",0.507307845028438,2.92819981888939,"CCL11"
"1495","defense response to Gram-positive bacterium (GO:0050830)",0.500674536038366,2.88034856900017,"REG3G"
"1496","regulation of steroid biosynthetic process (GO:0050810)",0.507307845028438,2.94582596196485,"SOD1"
"1497","regulation of Notch signaling pathway (GO:0008593)",0.507307845028438,2.94590391495601,"SOX2"
"1498","'de novo' protein folding (GO:0006458)",0.513853361718921,3.01102228670298,"TBCB"
"1499","negative regulation of mononuclear cell proliferation (GO:0032945)",0.507307845028438,2.95782345496699,"CDKN2A"
"1500","ATP-dependent chromatin remodeling (GO:0043044)",0.500674536038366,2.91351911269324,"PSME4"
"1501","negative regulation of lymphocyte proliferation (GO:0050672)",0.507307845028438,2.97226754151295,"CDKN2A"
"1502","purine nucleoside triphosphate biosynthetic process (GO:0009145)",0.507307845028438,2.98931070923515,"ATP5J2"
"1503","regulation of axon extension (GO:0030516)",0.4939522617495,2.87757720144017,"SEMA7A"
"1504","positive regulation of axonogenesis (GO:0050772)",0.4939522617495,2.8812904612967,"SEMA7A"
"1505","positive regulation of insulin secretion (GO:0032024)",0.4939522617495,2.89722856018199,"TMEM27"
"1506","nuclear envelope organization (GO:0006998)",0.500674536038366,2.96481249405422,"ANKLE2"
"1507","epithelial to mesenchymal transition (GO:0001837)",0.48713983343384,2.86110295290049,"SMAD4"
"1508","columnar/cuboidal epithelial cell differentiation (GO:0002065)",0.4939522617495,2.91891330703906,"MITF"
"1509","positive regulation of epithelial cell differentiation (GO:0030858)",0.500674536038366,2.97900108444663,"SOX2"
"1510","forebrain development (GO:0030900)",0.507307845028438,3.0452351976622,"SOX2"
"1511","regulation of glial cell differentiation (GO:0045685)",0.48713983343384,2.87564797765519,"MYCN"
"1512","digestive system process (GO:0022600)",0.4939522617495,2.95717584813396,"SERPINA3"
"1513","purine ribonucleoside triphosphate biosynthetic process (GO:0009206)",0.500674536038366,3.01914101523591,"ATP5J2"
"1514","demethylation (GO:0070988)",0.500674536038366,3.02188759545988,"APOBEC3F"
"1515","nicotinamide nucleotide metabolic process (GO:0046496)",0.507307845028438,3.09658577341109,"LDHB"
"1516","regulation of smooth muscle contraction (GO:0006940)",0.4939522617495,2.982254055338,"SOD1"
"1517","cellular glucose homeostasis (GO:0001678)",0.480236046786895,2.88025070157147,"GCKR"
"1518","pyridine nucleotide metabolic process (GO:0019362)",0.507307845028438,3.12140012655066,"LDHB"
"1519","organ regeneration (GO:0031100)",0.4939522617495,3.0051983963977,"TGFBR2"
"1520","negative regulation of protein depolymerization (GO:1901880)",0.500674536038366,3.07550012384048,"SHROOM2"
"1521","regulation of RNA stability (GO:0043487)",0.4939522617495,3.01706271325904,"SLC11A1"
"1522","determination of left/right symmetry (GO:0007368)",0.48713983343384,2.96916861348216,"ACVR2A"
"1523","peptidyl-threonine modification (GO:0018210)",0.47323968126486,2.88524052449371,"TGFBR2"
"1524","developmental cell growth (GO:0048588)",0.480236046786895,2.95002227704863,"SEMA7A"
"1525","regulation of cell killing (GO:0031341)",0.48713983343384,3.00922213235042,"IL21"
"1526","regulation of response to oxidative stress (GO:1902882)",0.480236046786895,2.95078619807495,"SOD1"
"1527","regulation of monooxygenase activity (GO:0032768)",0.480236046786895,2.95906387543457,"ACVR2A"
"1528","hexose biosynthetic process (GO:0019319)",0.48713983343384,3.01864274953991,"GAPDH"
"1529","cellular response to drug (GO:0035690)",0.480236046786895,2.96448073784238,"REN"
"1530","regulation of lymphocyte apoptotic process (GO:0070228)",0.480236046786895,2.96935149310233,"CD27"
"1531","synapse assembly (GO:0007416)",0.480236046786895,2.97177119609037,"TG"
"1532","positive regulation of exocytosis (GO:0045921)",0.480236046786895,2.98360052298398,"TMEM27"
"1533","response to glucagon (GO:0033762)",0.480236046786895,3.00550687732356,"ADCY5"
"1534","positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)",0.47323968126486,2.94788743256688,"SOD1"
"1535","glutathione metabolic process (GO:0006749)",0.480236046786895,3.01437983815692,"SOD1"
"1536","fatty acid transport (GO:0015908)",0.480236046786895,3.02178385190757,"CROT"
"1537","positive regulation of smooth muscle cell proliferation (GO:0048661)",0.458964250497117,2.86246940997002,"TGFBR2"
"1538","regulation of response to extracellular stimulus (GO:0032104)",0.480236046786895,3.04510124260777,"ATG7"
"1539","'de novo' posttranslational protein folding (GO:0051084)",0.480236046786895,3.05267883912785,"TBCB"
"1540","skeletal muscle cell differentiation (GO:0035914)",0.466149500238078,2.93503374894721,"NR4A1"
"1541","regulation of response to nutrient levels (GO:0032107)",0.480236046786895,3.05743316499029,"ATG7"
"1542","response to dsRNA (GO:0043331)",0.480236046786895,3.0649504170305,"IFNB1"
"1543","regulation of mRNA stability (GO:0043488)",0.47323968126486,3.03663334285926,"SLC11A1"
"1544","negative regulation of developmental growth (GO:0048640)",0.458964250497117,2.92472087287708,"TGFBR2"
"1545","positive regulation of neuron apoptotic process (GO:0043525)",0.466149500238078,2.9939964753088,"CASP2"
"1546","neuron death (GO:0070997)",0.466149500238078,2.9941218165745,"GAPDH"
"1547","fatty acid beta-oxidation (GO:0006635)",0.466149500238078,3.00385921851239,"CROT"
"1548","fluid transport (GO:0042044)",0.458964250497117,2.96729464176675,"ADCY5"
"1549","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)",0.458964250497117,2.97380177664107,"ITCH"
"1550","transcription-coupled nucleotide-excision repair (GO:0006283)",0.466149500238078,3.03827793991816,"RFC5"
"1551","adenylate cyclase-activating G-protein coupled receptor signaling pathway (GO:0007189)",0.466149500238078,3.04596664115416,"ADCY5"
"1552","regulation of T cell mediated immunity (GO:0002709)",0.458964250497117,2.98667298783301,"IFNB1"
"1553","positive regulation of Rac GTPase activity (GO:0032855)",0.458964250497117,2.99749842962198,"CCL11"
"1554","proteoglycan metabolic process (GO:0006029)",0.458964250497117,3.00019018557598,"EXTL3"
"1555","histone H4 acetylation (GO:0043967)",0.466149500238078,3.06507590627083,"MSL3"
"1556","multicellular organismal homeostasis (GO:0048871)",0.444303448622012,2.88966203302855,"SLC11A1"
"1557","neuromuscular process controlling balance (GO:0050885)",0.451682662169363,2.95080186170366,"ADCY5"
"1558","pigment biosynthetic process (GO:0046148)",0.458964250497117,3.0169078431495,"SOX2"
"1559","regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)",0.451682662169363,2.96676782473777,"RFFL"
"1560","regulation of cellular response to oxidative stress (GO:1900407)",0.451682662169363,2.96950640121053,"SOD1"
"1561","branching involved in ureteric bud morphogenesis (GO:0001658)",0.444303448622012,2.91316901862514,"SMAD4"
"1562","actin filament bundle assembly (GO:0051017)",0.451682662169363,2.97563486374888,"SHROOM2"
"1563","eye morphogenesis (GO:0048592)",0.451682662169363,2.97860382295964,"SHROOM2"
"1564","cellular response to amino acid stimulus (GO:0071230)",0.451682662169363,2.97957325696319,"DNMT3B"
"1565","peptidyl-threonine phosphorylation (GO:0018107)",0.444303448622012,2.91989897803536,"TGFBR2"
"1566","actin filament bundle organization (GO:0061572)",0.451682662169363,2.98525673206335,"SHROOM2"
"1567","protein monoubiquitination (GO:0006513)",0.458964250497117,3.05559297207518,"UHRF1"
"1568","regulation of TOR signaling (GO:0032006)",0.458964250497117,3.07693509072923,"RFFL"
"1569","gluconeogenesis (GO:0006094)",0.458964250497117,3.07957105509553,"GAPDH"
"1570","negative regulation of carbohydrate metabolic process (GO:0045912)",0.436825305894506,2.8994083533861,"GCKR"
"1571","regulation of organic acid transport (GO:0032890)",0.436825305894506,2.90428026826757,"TMEM27"
"1572","sulfur amino acid metabolic process (GO:0000096)",0.451682662169363,3.03656760059142,"MTAP"
"1573","JAK-STAT cascade (GO:0007259)",0.444303448622012,2.98946727751713,"PRLR"
"1574","regulation of alpha-beta T cell differentiation (GO:0046637)",0.429246912875223,2.87150577148487,"TGFBR2"
"1575","regulation of leukocyte mediated cytotoxicity (GO:0001910)",0.444303448622012,2.99407139387541,"IL21"
"1576","connective tissue development (GO:0061448)",0.444303448622012,2.99778754201997,"RXFP1"
"1577","positive regulation of lipid transport (GO:0032370)",0.444303448622012,3.02412005476688,"NR1H2"
"1578","somatic stem cell maintenance (GO:0035019)",0.444303448622012,3.03120253842828,"SOX2"
"1579","forebrain cell migration (GO:0021885)",0.436825305894506,2.96936846289714,"MDGA1"
"1580","regulation of lipid kinase activity (GO:0043550)",0.429246912875223,2.91590988710166,"VAV2"
"1581","regulation of mRNA splicing, via spliceosome (GO:0048024)",0.444303448622012,3.0548040055227,"HNRNPA2B1"
"1582","hormone biosynthetic process (GO:0042446)",0.444303448622012,3.06328654560608,"TG"
"1583","negative regulation of cell-substrate adhesion (GO:0010812)",0.429246912875223,2.95112443582975,"CDKN2A"
"1584","thymus development (GO:0048538)",0.42156693073453,2.89328098946395,"SOD1"
"1585","negative regulation of DNA replication (GO:0008156)",0.436825305894506,3.01991158329641,"TGFB3"
"1586","negative regulation of leukocyte apoptotic process (GO:2000107)",0.42156693073453,2.90828993183316,"CD27"
"1587","multicellular organismal signaling (GO:0035637)",0.429246912875223,2.9724883768172,"SOD1"
"1588","negative regulation of cell-cell adhesion (GO:0022408)",0.42156693073453,2.910682765297,"ZNF703"
"1589","positive regulation of actin filament bundle assembly (GO:0032233)",0.436825305894506,3.04417232873998,"LRRC16A"
"1590","regulation of alcohol biosynthetic process (GO:1902930)",0.42156693073453,2.92270369416703,"SOD1"
"1591","positive regulation of cell cycle phase transition (GO:1901989)",0.436825305894506,3.05618780746069,"MTBP"
"1592","protein transmembrane transport (GO:0071806)",0.444303448622012,3.12547114982903,"PEX1"
"1593","aspartate family amino acid metabolic process (GO:0009066)",0.429246912875223,3.0057568078867,"MTAP"
"1594","fatty acid derivative biosynthetic process (GO:1901570)",0.429246912875223,3.00614061930931,"FADS1"
"1595","positive regulation of cell killing (GO:0031343)",0.429246912875223,3.00845518141245,"IL21"
"1596","negative regulation of T cell proliferation (GO:0042130)",0.429246912875223,3.01674627716306,"CDKN2A"
"1597","ovarian follicle development (GO:0001541)",0.42156693073453,2.95443110473523,"SOD1"
"1598","icosanoid biosynthetic process (GO:0046456)",0.429246912875223,3.02501911216157,"FADS1"
"1599","lactation (GO:0007595)",0.429246912875223,3.03252520428289,"PRLR"
